id,type,addrs,value,name,owner,img_url,page,prov_id,prov,city
03180001304,عقار,1  ش كامل الشناوى ناصية ش جمال الدين أبو المحاسن,ذو قيمة معمارى/عمرانى متميز,,,,23,1,حى غرب,محافظة القاهرة
03180001306,عقار,8 شارع دار الشفا - جاردن سيتى,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/03180001306.jpg,23,1,حى غرب,محافظة القاهرة
03180001307,عقار,8  شارع البرجاس - جاردن سيتى,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/03180001307.jpg,23,1,حى غرب,محافظة القاهرة
03180001308,عمارة,3  شارع البرجاس - جاردن سيتى,ذو قيمة معمارى/عمرانى متميز,,,,23,1,حى غرب,محافظة القاهرة
03180001309,عمارة,5  شارع البرجاس - جاردن سيتى,ذو قيمة معمارى/عمرانى متميز,,,,23,1,حى غرب,محافظة القاهرة
03180001310,عقار,"2  شارع الفسقية "" حسن مراد "" - جاردن سيتى",ذو قيمة معمارى/عمرانى متميز,,,,23,1,حى غرب,محافظة القاهرة
03180001311,عقار,13 شارع عائشة التيمورية,ذو قيمة معمارى/عمرانى متميز,,,,23,1,حى غرب,محافظة القاهرة
03181000467,أخرى,كوبري قصر النيل,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
03181000468,أخرى,كوبري الجلاء,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
03180000027,أخرى,10 شارع  طلعت حرب مع شارع البستان,ذو قيمة معمارى/عمرانى متميز,,,,23,1,حى غرب,محافظة القاهرة
03181000409,عقار,33  شارع طلعت حرب,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
03181000410,عقار,35 طلعت حرب,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
03180000977,عقار,"4 شارع أحمد شكرى "" جمعية الشابات المسيحية """,ذات طابع معمارى مميز,,,http://urbanharmony.org/images/tazalomat/03180000977.jpg,23,1,حى غرب,محافظة القاهرة
03180000082,عمارة,14  شارع طلعت حرب ناصية شارع  قصر النيل,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
03180000084,عقار,24 شارع طلعت حرب,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
03180000081,عقار,6 ميدان طلعت حرب مع شارع محمود بسيونى,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
03180001312,عقار,13 ميدان التحرير,ذو قيمة معمارية متميزة,,,,23,1,حى غرب,محافظة القاهرة
03180001313,عقار,15 ميدان التحرير,ذو قيمة معمارية متميزة,,,,23,1,حى غرب,محافظة القاهرة
03180001314,عقار,11 شارع مريت باشا,ذو قيمة معمارية متميزة,,,http://urbanharmony.org/images/tazalomat/03180001314.jpg,23,1,حى غرب,محافظة القاهرة
03180001315,عقار,6 شارع زكريا رزق - الزمالك,ذو قيمة معمارية متميزة,,,http://urbanharmony.org/images/tazalomat/03180001315.jpg,23,1,حى غرب,محافظة القاهرة
03180001316,عقار,5 شارع ميشيل لطف الله (كاتدرائيى جميع القديسين),ذو قيمة معمارية متميزة,,,,23,1,حى غرب,محافظة القاهرة
03180001317,عقار,2 شارع العسال - الزمالك,ذو قيمة معمارية متميزة,,,,23,1,حى غرب,محافظة القاهرة
03180001318,عقار,26 شارع يحيى باشا إبراهيم ناصية شارع 26 يوليو - الزمالك,ذو قيمة معمارية متميزة,,,,23,1,حى غرب,محافظة القاهرة
03180001319,عمارة,4 شارع الصالح أيوب ناصية شارع صلاح الدين - الزمالك,ذو قيمة معمارية متميزة,,,http://urbanharmony.org/images/tazalomat/03180001319.jpg,23,1,حى غرب,محافظة القاهرة
03180001321,عقار,11 شارع ابن الزنكى ناصية شارع الصالح أيوب - الزمالك,ذو قيمة معمارية متميزة,,,http://urbanharmony.org/images/tazalomat/03180001321.jpg,23,1,حى غرب,محافظة القاهرة
03180001322,عقار,6 شارع العزيز عثمان ناصية شارع صلاح الدين - الزمالك,ذو قيمة معمارية متميزة,,,,23,1,حى غرب,محافظة القاهرة
03180001323,عمارة,6 شارع العزيز عثمان - الزمالك,ذو قيمة معمارية متميزة,,,,23,1,حى غرب,محافظة القاهرة
03180001324,عمارة,6 شارع صلاح الدين - الزمالك,ذو قيمة معمارية متميزة,,,http://urbanharmony.org/images/tazalomat/03180001324.jpg,23,1,حى غرب,محافظة القاهرة
03180001325,عمارة,8 شارع صلاح الدين - الزمالك,ذو قيمة معمارية متميزة,,,,23,1,حى غرب,محافظة القاهرة
03180001326,عمارة,1 شارع الكامل محمد ناصية شارع بهاء الدين قراقوش - الزمالك,ذو قيمة معمارية متميزة,,,http://urbanharmony.org/images/tazalomat/03180001226.jpg,23,1,حى غرب,محافظة القاهرة
03180001327,عمارة,2 شارع الكامل محمدناصية شارع بهاء الدين قراقوش - الزمالك,ذو قيمة معمارية متميزة,,,,23,1,حى غرب,محافظة القاهرة
03180001327,عمارة,2 شارع الكامل محمدناصية شارع بهاء الدين قراقوش - الزمالك,ذو قيمة معمارية متميزة,,,,23,1,حى غرب,محافظة القاهرة
03180001328,عقار,مسجد الزمالك بشارع 26 يوليو بناصية شارع المقريزى,ذات قيمة معمارية متميزة,,,,23,1,حى غرب,محافظة القاهرة
03180001329,عمارة,19 شارع أبو الفدا (عمارة ليبون)الزمالك,ذات قيمة معمارية متميزة,,,,23,1,حى غرب,محافظة القاهرة
03180001330,أخرى,بوابة حديقة الأسماك والجبلاية الكائنة بالحديقة - الزمالك,ذات قيمة معمارية متميزة-ب-مسجل آثر بالقرار رقم 860 لسنه 2010,,,,23,1,حى غرب,محافظة القاهرة
,عقار,6 أ ش الحرس - جاردن سيتى,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
,عقار,2 ش عائشة التيمورية ناصية ش مديرية التحرير - جاردن سيتى,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
,عقار,15 ش شجرة الدر- الزمالك,ذات طابع معمارى مميز,,,http://urbanharmony.org/images/tazalomat/03180001355.jpg,23,1,حى غرب,محافظة القاهرة
,كنيسة,4 ش أحمد صبرى- الزمالك,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
03180001353,عقار,25 ش حسن عاصم- الزمالك,ذات طابع معمارى مميز,,,http://urbanharmony.org/images/tazalomat/03180001353.jpg,23,1,حى غرب,محافظة القاهرة
,عقار,12 ش حسن عاصم- الزمالك,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
,عقار,33 ش المنصور محمد ناصية ش بهجت على- الزمالك,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
,عقار,22 ش سراى الجزيرة- الزمالك,ذات طابع معمارى مميز,,,http://urbanharmony.org/images/tazalomat/,23,1,حى غرب,محافظة القاهرة
,عقار,20أ  ش منصور محمد- الزمالك,ذات طابع معمارى مميز,,,http://urbanharmony.org/images/tazalomat/,23,1,حى غرب,محافظة القاهرة
,عقار,بوابات أرض المعارض على شارع صلاح سالم,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
,عقار,بوابات أرض المعارض على شارع ممدوح سالم,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
,عقار,طريق النصر (النصب التذكارى),ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
,عقار,طريق النصر (المنصة,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
,عقار,ش الفنجرى من صلاح سالم(استاد القاهرة الرياضى,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
,عقار,طريق صلاح سالم (مستشفى الصحة النفسية,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
,عقار,طريق النصر,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
,عقار,ش الفنجرى - طريق النصر(قاعة المؤتمرات,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
,عقار,طريق العروبة - صلاح سالم (بانوراما حرب أكتوبر,ذات طابع معمارى مميز,,,,23,1,حى غرب,محافظة القاهرة
03180001362,أخرى,اسطبلات الخيل القديمة بنادى الجزيرة بالزمالك,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/03180001362.jpg,23,1,حى غرب,محافظة القاهرة
03180001361,عقار,مبنى التنس كورت بنادى الجزيرة بالزمالك,ذو قيمة معمارى/عمرانى متميز,,,,23,1,حى غرب,محافظة القاهرة
03180001360,عقار,مبنى النادى الاجتماعى القديم بنادى الجزيرة بالزمالك,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/03180001360.jpg,23,1,حى غرب,محافظة القاهرة
03180001359,عقار,مبنى إدارة نادى الجزيرة بالزمالك,ذو قيمة معمارى/عمرانى متميز,,,,23,1,حى غرب,محافظة القاهرة
03180001331,أخرى,حديقه الاندلس-شارع الجزيره - الزمالك,ذات الطابع المعمارى المتميز-أ-مسجل آثر بقرار رئيس مجلس الوزراء رقم 750 لسنه 2010 صدر فى 21 مارس 2010,,,,23,1,حى غرب,محافظة القاهرة
03180001348,فيلا,مجلس قياده الثوره-شارع الجزيره-الزمالك,ذات الطابع المعمارى المتميز -ب-مسجل آثر بالقرار رقم 169 لسنه 2011,,,,23,1,حى غرب,محافظة القاهرة
03170000003,عقار,113 شارع العباسية -مكتبة البارودى العامة ) الوايلى,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000005,عقار,4 ش صلاح ذو الفقار ( يشبك سابقا ) - الوايلى,ذو قيمة معمارية متميزة - أ,,,,24,1,حى الوايلى,محافظة القاهرة
03170000006,عقار,5 شارع يشبك - الوايلى,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03170000006.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000009,فيلا,10 شارع الأمراء ناصية شارع بستان الجيش - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000010,عقار,8 شارع ريدان ناصية شارع بستان الجيش - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000012,فيلا,3 شارع ريدان ناصية شارع الأفضل - الوايلى,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03170000012.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000014,عقار,1شارع نقيب الجيش  ناصية شارع الأفضل  /9 شارع المستشفى الإيطالى,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03170000014.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000015,عقار,17 ش السرايات ( المبنى الرئيسى للمستشفى الإيطالى ) - الوايلى,ذو قيمة معمارية متميزة - أ,,,,24,1,حى الوايلى,محافظة القاهرة
03170000016,فيلا,4 ناصية نقيب الجيش مع شارع مساكن الجند,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03170000016.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000017,فيلا,32 شارع السرايات ( مدرسة الزعفران الإعدادية ),ذو قيمة معمارية متميزة - أ,,,,24,1,حى الوايلى,محافظة القاهرة
03170000018,عقار,19 شارع السرايات,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000019,عقار,12 شارع مساكن الجند ناصية شارع الأمراء - الوايلى,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/03170000019.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000020,عقار,7 شارع مساكن الجند ناصية شارع الأمراء - الوايلى,ذو قيمة معمارية متميزة - ج,,,http://urbanharmony.org/images/tazalomat/03170000020.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000022,فيلا,21 ش السرايات مع ش فخرى عبد النور- الوايلى,ذو قيمة معمارية متميزة - أ,,,,24,1,حى الوايلى,محافظة القاهرة
03170000024,فيلا,17 شارع عظيم الدولة - الوايلى,ذو قيمة معمارية متميزة - أ,,,http://urbanharmony.org/images/tazalomat/03170000024.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000025,عقار,12 شارع يشبك,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000026,عقار,7 شارع اللواء محمد حلمى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000028,عقار,1  سكة علام ( ويحمل 87 شارع العباسية ) - الوايلى,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03170000028.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000029,فيلا,3 شارع السرايات,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000034,عقار,15 شارع كمال - الوايلى,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000043,عقار,425 شارع رمسيس - الوايلى,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03170000043.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000045,عقار,427 شارع رمسيس - الوايلى,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000046,عقار,91 شارع غرب القشلاق ويحمل 433 شارع رمسيس,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000059,عقار,39 شارع عاكف - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000060,عقار,22 شارع محمد رفعت - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000062,عقار,26 شارع محمد رفعت - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000063,فيلا,18 ش محمد رفعت ( مدرسة التربية القومية للغات ) - الوايلى,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000064,عقار,18  ش مدرسة ولى العهد سابقاً ( ابراهيم الموجى حالياً ),ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/,24,1,حى الوايلى,محافظة القاهرة
03170000068,عقار,7 شارع ماهر ناصية ش السماع - الوايلى,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/,24,1,حى الوايلى,محافظة القاهرة
03170000069,فيلا,14 ش ماهر ناصية ش السماع,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000077,عقار,25 شارع عبد الرحيم الدمرداش - الوايلى,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000078,عقار,16 عبد الرحيم الدمرداش,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000081,عقار,25 ش المغربى مع ش فاطمة النبوية - الوايلى,ذو قيمة معمارية متميزة - ج,,,http://urbanharmony.org/images/tazalomat/,24,1,حى الوايلى,محافظة القاهرة
03170000082,فيلا,96 ش العباسية ( مدرسة المأمون الثانوية الفندقية ) - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000086,عقار,371 شارع رمسيس,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000092,عقار,1 حارة وهبة ناصية شارع المغربى - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000102,عقار,72 شارع العباسية ناصية شارع العطرى - الوايلى,ذو قيمة معمارية متميزة - ج,,,http://urbanharmony.org/images/tazalomat/03170000102.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000103,عقار,67 شارع العباسية - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000104,عقار,65 شارع العباسية - الوايلى,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000105,عقار,28 شارع السرجانى ناصية شارع عبد العظيم - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000106,عقار,6 شارع أحمد سعيد - الوايلى,ذو قيمة معمارى/عمرانى متميز,,,,24,1,حى الوايلى,محافظة القاهرة
03170000107,عقار,8 شارع أحمد سعيد -- الوايلى,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000109,فيلا,56 شارع العباسية - الظاهر,ذو قيمة معمارية متميزة - أ,,,,24,1,حى الوايلى,محافظة القاهرة
03170000113,فيلا,4 شارع ساويرس من شارع العباسية - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000117,عقار,8 شارع الكبانية - الوايلى,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000121,عقار,18 شارع بستان الجيش ناصية ش عظيم الدولة,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03170000121.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000122,عقار,شارع عظيم الدولة مع بستان الجيش,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03170000122.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000134,عقار,7 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000135,عقار,6 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000138,عمارة,208  شارع رمسيس مع شارع عبد المنعم  - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000140,عقار,10 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000141,عقار,12 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000142,عقار,15 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000143,عقار,17 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000144,عقار,16 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000147,عقار,18 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000148,عقار,22 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03170000148.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000150,عقار,22 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000151,عقار,24 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - أ,,,,24,1,حى الوايلى,محافظة القاهرة
03170000152,عقار,26 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - أ,,,,24,1,حى الوايلى,محافظة القاهرة
03170000153,عقار,4 شارع فايز ناصية شارع محمد عبادة - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000154,عقار,7 شارع محمد عبادة - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000155,عقار,10 شارع محمد عبادة - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000156,عقار,2 شارع فايز ناصية شارع محمد عبادة - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000157,عقار,3 شارع محمد عبادة - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000158,عقار,4 شارع محمد عبادة,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000159,عقار,16 شارع محمد عبادة - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000160,عقار,18 شارع محمد عبادة - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000161,عقار,20 شارع محمد عبادة - الوايلى,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03170000162,عقار,17 شارع محمد عبادة - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000164,عقار,27 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03170000164.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000165,عقار,28 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000166,عقار,30 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - أ,,,,24,1,حى الوايلى,محافظة القاهرة
03170000167,عقار,32 شارع مصر والسودان  - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000168,عقار,33 شارع مصر والسودان - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000177,عقار,309 شارع رمسيس - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000178,عقار,311 شارع رمسيس - الوايلى,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03170000178.jpg,24,1,حى الوايلى,محافظة القاهرة
03170000179,عقار,2 شارع دميان مقار من شارع ماهر دميان - الوايلى,ذو قيمة معمارى/عمرانى متميز,,,,24,1,حى الوايلى,محافظة القاهرة
03170000182,عقار,333 شارع رمسيس - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000183,عقار,337 شارع رمسيس - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000184,عقار,341 شارع رمسيس - الوايلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000263,عقار,13 شارع وقف الخربوطلى - الظاهر,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000311,عقار,9 شارع وقف الخربوطلى,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000312,عقار,7 شارع وقف الخربوطلى - الظاهر,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03170000313,عقار,5 شارع وقف الخربوطلى - الظاهر,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03171000002,عقار,56 شارع حبيب شلبي مع شارع الظاهر,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03171000009,عقار,3 شارع القبيسى مع شارع وقف الخربوطلى - الظاهر,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03171000011,عقار,177 شارع رمسيس - الظاهر,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03171000012,عقار,31 شارع الظاهر - الظاهر,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03171000012.jpg,24,1,حى الوايلى,محافظة القاهرة
03171000028,عقار,12أ شارع يوسف سليمان - الظاهر,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03171000028.jpg,24,1,حى الوايلى,محافظة القاهرة
03171000036,عقار,18 شارع يوسف وهبة  - الظاهر,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03171000036.jpg,24,1,حى الوايلى,محافظة القاهرة
03171000037,عقار,15 حارة العرب - الظاهر,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03171000038,عقار,13 حارة العرب - الظاهر,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03171000039,عقار,11 حارة العرب - الظاهر,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03171000044,عقار,57 شارع الظاهر - الظاهر,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03171000049,عقار,576 شارع بورسعيد,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03171000051,عقار,251 شارع رمسيس - الظاهر,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03171000051.jpg,24,1,حى الوايلى,محافظة القاهرة
03171000052,عقار,245 شارع رمسيس - الظاهر,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03171000053,عقار,243 شارع رمسيس - الظاهر,ذو قيمة معمارى/عمرانى متميز,,,http://urbanharmony.org/images/tazalomat/03171000053.jpg,24,1,حى الوايلى,محافظة القاهرة
03171000054,عمارة,239 شارع رمسيس - الظاهر,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03171000054.jpg,24,1,حى الوايلى,محافظة القاهرة
03171000058,عقار,205 شارع رمسيس - الظاهر,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03171000064,عمارة,7 شارع السبع,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03171000065,عقار,6 شارع حمدي,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03171000065.jpg,24,1,حى الوايلى,محافظة القاهرة
03171000070,عقار,24 شارع ذهنى - الظاهر,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03171000071,عقار,1 شارع راغب باشا - الظاهر,ذو قيمة معمارية متميزة - ج,,,http://urbanharmony.org/images/tazalomat/03171000071.jpg,24,1,حى الوايلى,محافظة القاهرة
03171000073,عقار,109 شارع القبيسى - الظاهر,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03171000077,عقار,96 شارع القبيسى - الظاهر,ذو قيمة معمارية متميزة - ج,,,http://urbanharmony.org/images/tazalomat/03171000077.jpg,24,1,حى الوايلى,محافظة القاهرة
03171000078,عقار,20 شارع إسماعيل الفلكى - الظاهر,ذو قيمة معمارية متميزة - ج,,,,24,1,حى الوايلى,محافظة القاهرة
03171000079,عقار,16 شارع إسماعيل الفلكى - الظاهر,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03171000081,عقار,625 شارع بورسعيد ( الخليج المصرى سابقاً) - الظاهر,ذو قيمة معمارية متميزة - أ,,,,24,1,حى الوايلى,محافظة القاهرة
03171000086,عقار,21 شارع حمدى - الظاهر,ذو قيمة معمارية متميزة - ج,,,http://urbanharmony.org/images/tazalomat/31%20Hamdy.jpg,24,1,حى الوايلى,محافظة القاهرة
03171000087,عقار,31 شارع حمدى - الظاهر,ذو قيمة معمارية متميزة - ب,,,http://urbanharmony.org/images/tazalomat/03171000087.jpg,24,1,حى الوايلى,محافظة القاهرة
03171000090,عقار,14 ش إدريس راغب مع ش ابن إدريس  - الظاهر,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
03172000091,عقار,15أ ش إدريس راغب مع ش ابن إدريس  - الظاهر,ذو قيمة معمارية متميزة - ب,,,,24,1,حى الوايلى,محافظة القاهرة
